Game,Fc_new,Fc,Fc_delta,Fg,Q_new,Q,Q_delta,Uc_new,Uc,Uc_delta,Ug_new,Ug,Ug_delta,Cc_new,Cc,Cc_delta,Cg_new,Cg,Cg_delta
Bike Rider,1300,1200,100,177,40.565724,40.382696,0.183028,35.996672,39.0599,-3.063228,100,100,0,23.3978368,23.43594,-0.0381032,32.59668508,32.59668508,0
Bike Rider,1300,1200,100,266,59.700499,60.066667,-0.366168,53.206323,57.008333,-3.80201,99.870216,99.983333,-0.113117,34.58410995,34.2049998,0.37911015,48.92353123,48.97894397,-0.055412748
Bike Rider,1300,1200,100,350,60.066667,60.066667,0,54.218333,57.831667,-3.613334,88.453333,88.253333,0.2,35.24191645,34.6990002,0.54291625,57.01411888,56.88520543,0.128913444
Bike Rider,1300,1200,100,420,60.05,60.066667,-0.016667,55.178333,58.873333,-3.695,80.74,80.625,0.115,35.86591645,35.3239998,0.54191665,62.45082873,62.36187845,0.088950276
Bike Rider,1300,1200,100,480,60.066667,60.066556,0.000111,55.673333,58.981697,-3.308364,74.935,75.186356,-0.251356,36.18766645,35.3890182,0.79864825,66.24088398,66.46307713,-0.222193149
Bike Rider,1300,1200,100,543,60.066556,60.066667,-0.000111,56.101498,59.32,-3.218502,71.048253,70.813333,0.23492,36.4659737,35.592,0.8739737,71.048253,70.813333,0.23492
Bike Rider,1400,1200,200,177,40.599002,40.382696,0.216306,34.595674,39.0599,-4.464226,100,100,0,24.2169718,23.43594,0.7810318,32.59668508,32.59668508,0
Bike Rider,1400,1200,200,266,59.716667,60.066667,-0.35,51.021667,57.008333,-5.986666,99.911667,99.983333,-0.071666,35.7151669,34.2049998,1.5101671,48.94383687,48.97894397,-0.035107101
Bike Rider,1400,1200,200,350,60.049917,60.066667,-0.01675,52.427621,57.831667,-5.404046,88.603993,88.253333,0.35066,36.6993347,34.6990002,2.0003345,57.11122937,56.88520543,0.226023941
Bike Rider,1400,1200,200,420,60.066667,60.066667,0,53.066667,58.873333,-5.806666,80.771667,80.625,0.146667,37.1466669,35.3239998,1.8226671,62.47532254,62.36187845,0.113444088
Bike Rider,1400,1200,200,480,60.05,60.066556,-0.016556,53.466667,58.981697,-5.51503,75.01,75.186356,-0.176356,37.4266669,35.3890182,2.0376487,66.30718232,66.46307713,-0.155894807
Bike Rider,1400,1200,200,543,60.066556,60.066667,-0.000111,54.003328,59.32,-5.316672,72.379368,70.813333,1.566035,37.8023296,35.592,2.2103296,72.379368,70.813333,1.566035
Bike Rider,1500,1200,300,177,40.732113,40.382696,0.349417,33.083195,39.0599,-5.976705,100,100,0,24.81239625,23.43594,1.37645625,32.59668508,32.59668508,0
Bike Rider,1500,1200,300,266,59.216667,60.066667,-0.85,48.433333,57.008333,-8.575,99.921667,99.983333,-0.061666,36.32499975,34.2049998,2.11999995,48.94873558,48.97894397,-0.03020839
Bike Rider,1500,1200,300,350,60.05,60.066667,-0.016667,49.863333,57.831667,-7.968334,88.49,88.253333,0.236667,37.39749975,34.6990002,2.69849955,57.03775322,56.88520543,0.15254779
Bike Rider,1500,1200,300,420,60.066556,60.066667,-0.000111,50.678869,58.873333,-8.194464,81.12812,80.625,0.50312,38.00915175,35.3239998,2.68515195,62.75103204,62.36187845,0.389153591
Bike Rider,1500,1200,300,480,60.066556,60.066556,0,51.259567,58.981697,-7.72213,75.332779,75.186356,0.146423,38.44467525,35.3890182,3.05565705,66.59251182,66.46307713,0.129434696
Bike Rider,1500,1200,300,543,60.066556,60.066667,-0.000111,51.677205,59.32,-7.642795,71.638935,70.813333,0.825602,38.75790375,35.592,3.16590375,71.638935,70.813333,0.825602
Bike Rider,1600,1200,400,177,40.78203,40.382696,0.399334,31.690516,39.0599,-7.369384,100,100,0,25.3524128,23.43594,1.9164728,32.59668508,32.59668508,0
Bike Rider,1600,1200,400,266,58.566667,60.066667,-1.5,45.433333,57.008333,-11.575,99.89,99.983333,-0.093333,36.3466664,34.2049998,2.1416666,48.93322284,48.97894397,-0.045721138
Bike Rider,1600,1200,400,350,60.05,60.066667,-0.016667,48.328333,57.831667,-9.503334,88.843333,88.253333,0.59,38.6626664,34.6990002,3.9636662,57.26550009,56.88520543,0.380294659
Bike Rider,1600,1200,400,420,60.049917,60.066667,-0.01675,48.603993,58.873333,-10.26934,81.118136,80.625,0.493136,38.8831944,35.3239998,3.5591946,62.74330961,62.36187845,0.38143116
Bike Rider,1600,1200,400,480,60.049917,60.066556,-0.016639,49.810316,58.981697,-9.171381,76.427621,75.186356,1.241265,39.8482528,35.3890182,4.4592346,67.56032796,66.46307713,1.097250829
Bike Rider,1600,1200,400,543,60.05,60.066667,-0.016667,50.04,59.32,-9.28,72.356667,70.813333,1.543334,40.032,35.592,4.44,72.356667,70.813333,1.543334
Bike Rider,1700,1200,500,177,40.8,40.382696,0.417304,30.24,39.0599,-8.8199,100,100,0,25.704,23.43594,2.26806,32.59668508,32.59668508,0
Bike Rider,1700,1200,500,266,58.683333,60.066667,-1.383334,43.283333,57.008333,-13.725,99.926667,99.983333,-0.056666,36.79083305,34.2049998,2.58583325,48.95118494,48.97894397,-0.027759035
Bike Rider,1700,1200,500,350,60.066556,60.066667,-0.000111,46.091514,57.831667,-11.740153,88.958403,88.253333,0.70507,39.1777869,34.6990002,4.4787867,57.33967044,56.88520543,0.454465009
Bike Rider,1700,1200,500,420,60.049917,60.066667,-0.01675,46.514143,58.873333,-12.35919,81.515807,80.625,0.890807,39.53702155,35.3239998,4.21302175,63.05090044,62.36187845,0.689021989
Bike Rider,1700,1200,500,480,60.05,60.066556,-0.016556,47.261667,58.981697,-11.72003,75.883333,75.186356,0.696977,40.17241695,35.3890182,4.78339875,67.07918939,66.46307713,0.616112265
Bike Rider,1700,1200,500,543,60.05,60.066667,-0.016667,47.853333,59.32,-11.466667,71.478333,70.813333,0.665,40.67533305,35.592,5.08333305,71.478333,70.813333,0.665
Bike Rider,1800,1200,600,177,40.915141,40.382696,0.532445,29.560732,39.0599,-9.499168,100,100,0,26.6046588,23.43594,3.1687188,32.59668508,32.59668508,0
Bike Rider,1800,1200,600,266,59.417637,60.066667,-0.64903,43.567388,57.008333,-13.440945,99.936772,99.983333,-0.046561,39.2106492,34.2049998,5.0056494,48.95613509,48.97894397,-0.022808888
Bike Rider,1800,1200,600,350,60.049917,60.066667,-0.01675,44.700499,57.831667,-13.131168,88.996672,88.253333,0.743339,40.2304491,34.6990002,5.5314489,57.36433738,56.88520543,0.479131952
Bike Rider,1800,1200,600,420,60.049917,60.066667,-0.01675,45.650582,58.873333,-13.222751,81.795341,80.625,1.170341,41.0855238,35.3239998,5.761524,63.26711459,62.36187845,0.905236133
Bike Rider,1800,1200,600,480,60.066556,60.066556,0,46.775374,58.981697,-12.206323,75.950083,75.186356,0.763727,42.0978366,35.3890182,6.7088184,67.13819492,66.46307713,0.67511779
Bike Rider,1800,1200,600,543,60.066556,60.066667,-0.000111,46.797005,59.32,-12.522995,71.868552,70.813333,1.055219,42.1173045,35.592,6.5253045,71.868552,70.813333,1.055219
Bike Rider,1900,1200,700,177,38.319468,40.382696,-2.063228,27.434276,39.0599,-11.625624,100,100,0,26.0625622,23.43594,2.6266222,32.59668508,32.59668508,0
Bike Rider,1900,1200,700,266,54.159734,60.066667,-5.906933,38.870216,57.008333,-18.138117,99.515807,99.983333,-0.467526,36.9267052,34.2049998,2.7217054,48.7499165,48.97894397,-0.22902747
Bike Rider,1900,1200,700,350,60.016639,60.066667,-0.050028,44.56406,57.831667,-13.267607,95.552413,88.253333,7.29908,42.335857,34.6990002,7.6368568,61.58995313,56.88520543,4.704747698
Bike Rider,1900,1200,700,420,59.933333,60.066667,-0.133334,45.188333,58.873333,-13.685,87.801667,80.625,7.176667,42.92891635,35.3239998,7.60491655,67.9128916,62.36187845,5.551013149
Bike Rider,1900,1200,700,480,59.650582,60.066556,-0.415974,45.574043,58.981697,-13.407654,82.946755,75.186356,7.760399,43.29534085,35.3890182,7.90632265,73.32309834,66.46307713,6.860021215
Bike Rider,1900,1200,700,543,59.4,60.066667,-0.666667,46.168333,59.32,-13.151667,79.126667,70.813333,8.313334,43.85991635,35.592,8.26791635,79.126667,70.813333,8.313334
Bike Rider,2000,1200,800,177,38.366667,40.382696,-2.016029,26.291667,39.0599,-12.768233,100,100,0,26.291667,23.43594,2.855727,32.59668508,32.59668508,0
Bike Rider,2000,1200,800,266,54.409318,60.066667,-5.657349,37.327787,57.008333,-19.680546,99.758735,99.983333,-0.224598,37.327787,34.2049998,3.1227872,48.86891991,48.97894397,-0.110024066
Bike Rider,2000,1200,800,350,60.016639,60.066667,-0.050028,42.965058,57.831667,-14.866609,96.09817,88.253333,7.844837,42.965058,34.6990002,8.2660578,61.9417302,56.88520543,5.05652477
Bike Rider,2000,1200,800,420,59.8,60.066667,-0.266667,43.805,58.873333,-15.068333,87.436667,80.625,6.811667,43.805,35.3239998,8.4810002,67.63057116,62.36187845,5.268692707
Bike Rider,2000,1200,800,480,59.75,60.066556,-0.316556,44.44,58.981697,-14.541697,83.151667,75.186356,7.965311,44.44,35.3890182,9.0509818,73.50423602,66.46307713,7.041158895
Bike Rider,2000,1200,800,543,59.333333,60.066667,-0.733334,44.781667,59.32,-14.538333,78.456667,70.813333,7.643334,44.781667,35.592,9.189667,78.456667,70.813333,7.643334
Bike Rider,1400,1300,100,177,40.599002,40.565724,0.033278,34.595674,35.996672,-1.400998,100,100,0,24.2169718,23.3978368,0.819135,32.59668508,32.59668508,0
Bike Rider,1400,1300,100,266,59.716667,59.700499,0.016168,51.021667,53.206323,-2.184656,99.911667,99.870216,0.041451,35.7151669,34.58410995,1.13105695,48.94383687,48.92353123,0.020305646
Bike Rider,1400,1300,100,350,60.049917,60.066667,-0.01675,52.427621,54.218333,-1.790712,88.603993,88.453333,0.15066,36.6993347,35.24191645,1.45741825,57.11122937,57.01411888,0.097110497
Bike Rider,1400,1300,100,420,60.066667,60.05,0.016667,53.066667,55.178333,-2.111666,80.771667,80.74,0.031667,37.1466669,35.86591645,1.28075045,62.47532254,62.45082873,0.024493812
Bike Rider,1400,1300,100,480,60.05,60.066667,-0.016667,53.466667,55.673333,-2.206666,75.01,74.935,0.075,37.4266669,36.18766645,1.23900045,66.30718232,66.24088398,0.066298343
Bike Rider,1400,1300,100,543,60.066556,60.066556,0,54.003328,56.101498,-2.09817,72.379368,71.048253,1.331115,37.8023296,36.4659737,1.3363559,72.379368,71.048253,1.331115
Bike Rider,1500,1300,200,177,40.732113,40.565724,0.166389,33.083195,35.996672,-2.913477,100,100,0,24.81239625,23.3978368,1.41455945,32.59668508,32.59668508,0
Bike Rider,1500,1300,200,266,59.216667,59.700499,-0.483832,48.433333,53.206323,-4.77299,99.921667,99.870216,0.051451,36.32499975,34.58410995,1.7408898,48.94873558,48.92353123,0.025204357
Bike Rider,1500,1300,200,350,60.05,60.066667,-0.016667,49.863333,54.218333,-4.355,88.49,88.453333,0.036667,37.39749975,35.24191645,2.1555833,57.03775322,57.01411888,0.023634346
Bike Rider,1500,1300,200,420,60.066556,60.05,0.016556,50.678869,55.178333,-4.499464,81.12812,80.74,0.38812,38.00915175,35.86591645,2.1432353,62.75103204,62.45082873,0.300203315
Bike Rider,1500,1300,200,480,60.066556,60.066667,-0.000111,51.259567,55.673333,-4.413766,75.332779,74.935,0.397779,38.44467525,36.18766645,2.2570088,66.59251182,66.24088398,0.351627845
Bike Rider,1500,1300,200,543,60.066556,60.066556,0,51.677205,56.101498,-4.424293,71.638935,71.048253,0.590682,38.75790375,36.4659737,2.29193005,71.638935,71.048253,0.590682
Bike Rider,1600,1300,300,177,40.78203,40.565724,0.216306,31.690516,35.996672,-4.306156,100,100,0,25.3524128,23.3978368,1.954576,32.59668508,32.59668508,0
Bike Rider,1600,1300,300,266,58.566667,59.700499,-1.133832,45.433333,53.206323,-7.77299,99.89,99.870216,0.019784,36.3466664,34.58410995,1.76255645,48.93322284,48.92353123,0.00969161
Bike Rider,1600,1300,300,350,60.05,60.066667,-0.016667,48.328333,54.218333,-5.89,88.843333,88.453333,0.39,38.6626664,35.24191645,3.42074995,57.26550009,57.01411888,0.251381215
Bike Rider,1600,1300,300,420,60.049917,60.05,-0.000083,48.603993,55.178333,-6.57434,81.118136,80.74,0.378136,38.8831944,35.86591645,3.01727795,62.74330961,62.45082873,0.292480884
Bike Rider,1600,1300,300,480,60.049917,60.066667,-0.01675,49.810316,55.673333,-5.863017,76.427621,74.935,1.492621,39.8482528,36.18766645,3.66058635,67.56032796,66.24088398,1.319443978
Bike Rider,1600,1300,300,543,60.05,60.066556,-0.016556,50.04,56.101498,-6.061498,72.356667,71.048253,1.308414,40.032,36.4659737,3.5660263,72.356667,71.048253,1.308414
Bike Rider,1700,1300,400,177,40.8,40.565724,0.234276,30.24,35.996672,-5.756672,100,100,0,25.704,23.3978368,2.3061632,32.59668508,32.59668508,0
Bike Rider,1700,1300,400,266,58.683333,59.700499,-1.017166,43.283333,53.206323,-9.92299,99.926667,99.870216,0.056451,36.79083305,34.58410995,2.2067231,48.95118494,48.92353123,0.027653713
Bike Rider,1700,1300,400,350,60.066556,60.066667,-0.000111,46.091514,54.218333,-8.126819,88.958403,88.453333,0.50507,39.1777869,35.24191645,3.93587045,57.33967044,57.01411888,0.325551565
Bike Rider,1700,1300,400,420,60.049917,60.05,-0.000083,46.514143,55.178333,-8.66419,81.515807,80.74,0.775807,39.53702155,35.86591645,3.6711051,63.05090044,62.45082873,0.600071713
Bike Rider,1700,1300,400,480,60.05,60.066667,-0.016667,47.261667,55.673333,-8.411666,75.883333,74.935,0.948333,40.17241695,36.18766645,3.9847505,67.07918939,66.24088398,0.838305414
Bike Rider,1700,1300,400,543,60.05,60.066556,-0.016556,47.853333,56.101498,-8.248165,71.478333,71.048253,0.43008,40.67533305,36.4659737,4.20935935,71.478333,71.048253,0.43008
Bike Rider,1800,1300,500,177,40.915141,40.565724,0.349417,29.560732,35.996672,-6.43594,100,100,0,26.6046588,23.3978368,3.206822,32.59668508,32.59668508,0
Bike Rider,1800,1300,500,266,59.417637,59.700499,-0.282862,43.567388,53.206323,-9.638935,99.936772,99.870216,0.066556,39.2106492,34.58410995,4.62653925,48.95613509,48.92353123,0.03260386
Bike Rider,1800,1300,500,350,60.049917,60.066667,-0.01675,44.700499,54.218333,-9.517834,88.996672,88.453333,0.543339,40.2304491,35.24191645,4.98853265,57.36433738,57.01411888,0.350218508
Bike Rider,1800,1300,500,420,60.049917,60.05,-0.000083,45.650582,55.178333,-9.527751,81.795341,80.74,1.055341,41.0855238,35.86591645,5.21960735,63.26711459,62.45082873,0.816285856
Bike Rider,1800,1300,500,480,60.066556,60.066667,-0.000111,46.775374,55.673333,-8.897959,75.950083,74.935,1.015083,42.0978366,36.18766645,5.91017015,67.13819492,66.24088398,0.897310939
Bike Rider,1800,1300,500,543,60.066556,60.066556,0,46.797005,56.101498,-9.304493,71.868552,71.048253,0.820299,42.1173045,36.4659737,5.6513308,71.868552,71.048253,0.820299
Bike Rider,1900,1300,600,177,38.319468,40.565724,-2.246256,27.434276,35.996672,-8.562396,100,100,0,26.0625622,23.3978368,2.6647254,32.59668508,32.59668508,0
Bike Rider,1900,1300,600,266,54.159734,59.700499,-5.540765,38.870216,53.206323,-14.336107,99.515807,99.870216,-0.354409,36.9267052,34.58410995,2.34259525,48.7499165,48.92353123,-0.173614722
Bike Rider,1900,1300,600,350,60.016639,60.066667,-0.050028,44.56406,54.218333,-9.654273,95.552413,88.453333,7.09908,42.335857,35.24191645,7.09394055,61.58995313,57.01411888,4.575834254
Bike Rider,1900,1300,600,420,59.933333,60.05,-0.116667,45.188333,55.178333,-9.99,87.801667,80.74,7.061667,42.92891635,35.86591645,7.0629999,67.9128916,62.45082873,5.462062873
Bike Rider,1900,1300,600,480,59.650582,60.066667,-0.416085,45.574043,55.673333,-10.09929,82.946755,74.935,8.011755,43.29534085,36.18766645,7.1076744,73.32309834,66.24088398,7.082214365
Bike Rider,1900,1300,600,543,59.4,60.066556,-0.666556,46.168333,56.101498,-9.933165,79.126667,71.048253,8.078414,43.85991635,36.4659737,7.39394265,79.126667,71.048253,8.078414
Bike Rider,2000,1300,700,177,38.366667,40.565724,-2.199057,26.291667,35.996672,-9.705005,100,100,0,26.291667,23.3978368,2.8938302,32.59668508,32.59668508,0
Bike Rider,2000,1300,700,266,54.409318,59.700499,-5.291181,37.327787,53.206323,-15.878536,99.758735,99.870216,-0.111481,37.327787,34.58410995,2.74367705,48.86891991,48.92353123,-0.054611319
Bike Rider,2000,1300,700,350,60.016639,60.066667,-0.050028,42.965058,54.218333,-11.253275,96.09817,88.453333,7.644837,42.965058,35.24191645,7.72314155,61.9417302,57.01411888,4.927611326
Bike Rider,2000,1300,700,420,59.8,60.05,-0.25,43.805,55.178333,-11.373333,87.436667,80.74,6.696667,43.805,35.86591645,7.93908355,67.63057116,62.45082873,5.179742431
Bike Rider,2000,1300,700,480,59.75,60.066667,-0.316667,44.44,55.673333,-11.233333,83.151667,74.935,8.216667,44.44,36.18766645,8.25233355,73.50423602,66.24088398,7.263352044
Bike Rider,2000,1300,700,543,59.333333,60.066556,-0.733223,44.781667,56.101498,-11.319831,78.456667,71.048253,7.408414,44.781667,36.4659737,8.3156933,78.456667,71.048253,7.408414
Bike Rider,1500,1400,100,177,40.732113,40.599002,0.133111,33.083195,34.595674,-1.512479,100,100,0,24.81239625,24.2169718,0.59542445,32.59668508,32.59668508,0
Bike Rider,1500,1400,100,266,59.216667,59.716667,-0.5,48.433333,51.021667,-2.588334,99.921667,99.911667,0.01,36.32499975,35.7151669,0.60983285,48.94873558,48.94383687,0.004898711
Bike Rider,1500,1400,100,350,60.05,60.049917,0.000083,49.863333,52.427621,-2.564288,88.49,88.603993,-0.113993,37.39749975,36.6993347,0.69816505,57.03775322,57.11122937,-0.073476151
Bike Rider,1500,1400,100,420,60.066556,60.066667,-0.000111,50.678869,53.066667,-2.387798,81.12812,80.771667,0.356453,38.00915175,37.1466669,0.86248485,62.75103204,62.47532254,0.275709503
Bike Rider,1500,1400,100,480,60.066556,60.05,0.016556,51.259567,53.466667,-2.2071,75.332779,75.01,0.322779,38.44467525,37.4266669,1.01800835,66.59251182,66.30718232,0.285329503
Bike Rider,1500,1400,100,543,60.066556,60.066556,0,51.677205,54.003328,-2.326123,71.638935,72.379368,-0.740433,38.75790375,37.8023296,0.95557415,71.638935,72.379368,-0.740433
Bike Rider,1600,1400,200,177,40.78203,40.599002,0.183028,31.690516,34.595674,-2.905158,100,100,0,25.3524128,24.2169718,1.135441,32.59668508,32.59668508,0
Bike Rider,1600,1400,200,266,58.566667,59.716667,-1.15,45.433333,51.021667,-5.588334,99.89,99.911667,-0.021667,36.3466664,35.7151669,0.6314995,48.93322284,48.94383687,-0.010614037
Bike Rider,1600,1400,200,350,60.05,60.049917,0.000083,48.328333,52.427621,-4.099288,88.843333,88.603993,0.23934,38.6626664,36.6993347,1.9633317,57.26550009,57.11122937,0.154270718
Bike Rider,1600,1400,200,420,60.049917,60.066667,-0.01675,48.603993,53.066667,-4.462674,81.118136,80.771667,0.346469,38.8831944,37.1466669,1.7365275,62.74330961,62.47532254,0.267987072
Bike Rider,1600,1400,200,480,60.049917,60.05,-0.000083,49.810316,53.466667,-3.656351,76.427621,75.01,1.417621,39.8482528,37.4266669,2.4215859,67.56032796,66.30718232,1.253145635
Bike Rider,1600,1400,200,543,60.05,60.066556,-0.016556,50.04,54.003328,-3.963328,72.356667,72.379368,-0.022701,40.032,37.8023296,2.2296704,72.356667,72.379368,-0.022701
Bike Rider,1700,1400,300,177,40.8,40.599002,0.200998,30.24,34.595674,-4.355674,100,100,0,25.704,24.2169718,1.4870282,32.59668508,32.59668508,0
Bike Rider,1700,1400,300,266,58.683333,59.716667,-1.033334,43.283333,51.021667,-7.738334,99.926667,99.911667,0.015,36.79083305,35.7151669,1.07566615,48.95118494,48.94383687,0.007348066
Bike Rider,1700,1400,300,350,60.066556,60.049917,0.016639,46.091514,52.427621,-6.336107,88.958403,88.603993,0.35441,39.1777869,36.6993347,2.4784522,57.33967044,57.11122937,0.228441068
Bike Rider,1700,1400,300,420,60.049917,60.066667,-0.01675,46.514143,53.066667,-6.552524,81.515807,80.771667,0.74414,39.53702155,37.1466669,2.39035465,63.05090044,62.47532254,0.575577901
Bike Rider,1700,1400,300,480,60.05,60.05,0,47.261667,53.466667,-6.205,75.883333,75.01,0.873333,40.17241695,37.4266669,2.74575005,67.07918939,66.30718232,0.772007072
Bike Rider,1700,1400,300,543,60.05,60.066556,-0.016556,47.853333,54.003328,-6.149995,71.478333,72.379368,-0.901035,40.67533305,37.8023296,2.87300345,71.478333,72.379368,-0.901035
Bike Rider,1800,1400,400,177,40.915141,40.599002,0.316139,29.560732,34.595674,-5.034942,100,100,0,26.6046588,24.2169718,2.387687,32.59668508,32.59668508,0
Bike Rider,1800,1400,400,266,59.417637,59.716667,-0.29903,43.567388,51.021667,-7.454279,99.936772,99.911667,0.025105,39.2106492,35.7151669,3.4954823,48.95613509,48.94383687,0.012298214
Bike Rider,1800,1400,400,350,60.049917,60.049917,0,44.700499,52.427621,-7.727122,88.996672,88.603993,0.392679,40.2304491,36.6993347,3.5311144,57.36433738,57.11122937,0.253108011
Bike Rider,1800,1400,400,420,60.049917,60.066667,-0.01675,45.650582,53.066667,-7.416085,81.795341,80.771667,1.023674,41.0855238,37.1466669,3.9388569,63.26711459,62.47532254,0.791792044
Bike Rider,1800,1400,400,480,60.066556,60.05,0.016556,46.775374,53.466667,-6.691293,75.950083,75.01,0.940083,42.0978366,37.4266669,4.6711697,67.13819492,66.30718232,0.831012597
Bike Rider,1800,1400,400,543,60.066556,60.066556,0,46.797005,54.003328,-7.206323,71.868552,72.379368,-0.510816,42.1173045,37.8023296,4.3149749,71.868552,72.379368,-0.510816
Bike Rider,1900,1400,500,177,38.319468,40.599002,-2.279534,27.434276,34.595674,-7.161398,100,100,0,26.0625622,24.2169718,1.8455904,32.59668508,32.59668508,0
Bike Rider,1900,1400,500,266,54.159734,59.716667,-5.556933,38.870216,51.021667,-12.151451,99.515807,99.911667,-0.39586,36.9267052,35.7151669,1.2115383,48.7499165,48.94383687,-0.193920368
Bike Rider,1900,1400,500,350,60.016639,60.049917,-0.033278,44.56406,52.427621,-7.863561,95.552413,88.603993,6.94842,42.335857,36.6993347,5.6365223,61.58995313,57.11122937,4.478723757
Bike Rider,1900,1400,500,420,59.933333,60.066667,-0.133334,45.188333,53.066667,-7.878334,87.801667,80.771667,7.03,42.92891635,37.1466669,5.78224945,67.9128916,62.47532254,5.437569061
Bike Rider,1900,1400,500,480,59.650582,60.05,-0.399418,45.574043,53.466667,-7.892624,82.946755,75.01,7.936755,43.29534085,37.4266669,5.86867395,73.32309834,66.30718232,7.015916022
Bike Rider,1900,1400,500,543,59.4,60.066556,-0.666556,46.168333,54.003328,-7.834995,79.126667,72.379368,6.747299,43.85991635,37.8023296,6.05758675,79.126667,72.379368,6.747299
Bike Rider,2000,1400,600,177,38.366667,40.599002,-2.232335,26.291667,34.595674,-8.304007,100,100,0,26.291667,24.2169718,2.0746952,32.59668508,32.59668508,0
Bike Rider,2000,1400,600,266,54.409318,59.716667,-5.307349,37.327787,51.021667,-13.69388,99.758735,99.911667,-0.152932,37.327787,35.7151669,1.6126201,48.86891991,48.94383687,-0.074916965
Bike Rider,2000,1400,600,350,60.016639,60.049917,-0.033278,42.965058,52.427621,-9.462563,96.09817,88.603993,7.494177,42.965058,36.6993347,6.2657233,61.9417302,57.11122937,4.830500829
Bike Rider,2000,1400,600,420,59.8,60.066667,-0.266667,43.805,53.066667,-9.261667,87.436667,80.771667,6.665,43.805,37.1466669,6.6583331,67.63057116,62.47532254,5.155248619
Bike Rider,2000,1400,600,480,59.75,60.05,-0.3,44.44,53.466667,-9.026667,83.151667,75.01,8.141667,44.44,37.4266669,7.0133331,73.50423602,66.30718232,7.197053702
Bike Rider,2000,1400,600,543,59.333333,60.066556,-0.733223,44.781667,54.003328,-9.221661,78.456667,72.379368,6.077299,44.781667,37.8023296,6.9793374,78.456667,72.379368,6.077299
Bike Rider,1600,1500,100,177,40.78203,40.732113,0.049917,31.690516,33.083195,-1.392679,100,100,0,25.3524128,24.81239625,0.54001655,32.59668508,32.59668508,0
Bike Rider,1600,1500,100,266,58.566667,59.216667,-0.65,45.433333,48.433333,-3,99.89,99.921667,-0.031667,36.3466664,36.32499975,0.02166665,48.93322284,48.94873558,-0.015512748
Bike Rider,1600,1500,100,350,60.05,60.05,0,48.328333,49.863333,-1.535,88.843333,88.49,0.353333,38.6626664,37.39749975,1.26516665,57.26550009,57.03775322,0.227746869
Bike Rider,1600,1500,100,420,60.049917,60.066556,-0.016639,48.603993,50.678869,-2.074876,81.118136,81.12812,-0.009984,38.8831944,38.00915175,0.87404265,62.74330961,62.75103204,-0.007722431
Bike Rider,1600,1500,100,480,60.049917,60.066556,-0.016639,49.810316,51.259567,-1.449251,76.427621,75.332779,1.094842,39.8482528,38.44467525,1.40357755,67.56032796,66.59251182,0.967816133
Bike Rider,1600,1500,100,543,60.05,60.066556,-0.016556,50.04,51.677205,-1.637205,72.356667,71.638935,0.717732,40.032,38.75790375,1.27409625,72.356667,71.638935,0.717732
Bike Rider,1700,1500,200,177,40.8,40.732113,0.067887,30.24,33.083195,-2.843195,100,100,0,25.704,24.81239625,0.89160375,32.59668508,32.59668508,0
Bike Rider,1700,1500,200,266,58.683333,59.216667,-0.533334,43.283333,48.433333,-5.15,99.926667,99.921667,0.005,36.79083305,36.32499975,0.4658333,48.95118494,48.94873558,0.002449355
Bike Rider,1700,1500,200,350,60.066556,60.05,0.016556,46.091514,49.863333,-3.771819,88.958403,88.49,0.468403,39.1777869,37.39749975,1.78028715,57.33967044,57.03775322,0.301917219
Bike Rider,1700,1500,200,420,60.049917,60.066556,-0.016639,46.514143,50.678869,-4.164726,81.515807,81.12812,0.387687,39.53702155,38.00915175,1.5278698,63.05090044,62.75103204,0.299868398
Bike Rider,1700,1500,200,480,60.05,60.066556,-0.016556,47.261667,51.259567,-3.9979,75.883333,75.332779,0.550554,40.17241695,38.44467525,1.7277417,67.07918939,66.59251182,0.486677569
Bike Rider,1700,1500,200,543,60.05,60.066556,-0.016556,47.853333,51.677205,-3.823872,71.478333,71.638935,-0.160602,40.67533305,38.75790375,1.9174293,71.478333,71.638935,-0.160602
Bike Rider,1800,1500,300,177,40.915141,40.732113,0.183028,29.560732,33.083195,-3.522463,100,100,0,26.6046588,24.81239625,1.79226255,32.59668508,32.59668508,0
Bike Rider,1800,1500,300,266,59.417637,59.216667,0.20097,43.567388,48.433333,-4.865945,99.936772,99.921667,0.015105,39.2106492,36.32499975,2.88564945,48.95613509,48.94873558,0.007399503
Bike Rider,1800,1500,300,350,60.049917,60.05,-0.000083,44.700499,49.863333,-5.162834,88.996672,88.49,0.506672,40.2304491,37.39749975,2.83294935,57.36433738,57.03775322,0.326584162
Bike Rider,1800,1500,300,420,60.049917,60.066556,-0.016639,45.650582,50.678869,-5.028287,81.795341,81.12812,0.667221,41.0855238,38.00915175,3.07637205,63.26711459,62.75103204,0.516082541
Bike Rider,1800,1500,300,480,60.066556,60.066556,0,46.775374,51.259567,-4.484193,75.950083,75.332779,0.617304,42.0978366,38.44467525,3.65316135,67.13819492,66.59251182,0.545683094
Bike Rider,1800,1500,300,543,60.066556,60.066556,0,46.797005,51.677205,-4.8802,71.868552,71.638935,0.229617,42.1173045,38.75790375,3.35940075,71.868552,71.638935,0.229617
Bike Rider,1900,1500,400,177,38.319468,40.732113,-2.412645,27.434276,33.083195,-5.648919,100,100,0,26.0625622,24.81239625,1.25016595,32.59668508,32.59668508,0
